card_name,set_name,number,release_date,recent_price,old_price,trend_pct,recent_volume,avg_volume,volatility,profit_margin,roi_pct,buy_price,label
Ivysaur 134/132,,,,35.67,0.0,0,135,5.615384615384615,2666.4116923917495,256.70000000000005,256.70000000000005,10.0,SELL
Parasol Lady 255/182,,,,12.65,13.27,-4.672192916352669,21,29.923076923076923,53.540745792946055,26.5,26.5,10.0,SELL
Riolu 010,,,,16.98,0.0,0,109,2.230769230769231,2741.870824053452,69.80000000000001,69.80000000000001,10.0,SELL
